sent_id,sent_text,sent_label1,sent_label2,sent_label3
152-123688-0,Instalación de placas solares en tejados,YES,CLAIM,NONE
152-18885-0,O esta otra.,NO,SPAM,NONE
152-18885-0,"Sería un ahorro de energía considerable que repercutiría en el dinero que gastamos en electricidad todos los meses, pagando los mayores precios de Europa, además ahorraríamos mucho CO2 a la atmósfera.",YES,CLAIM,NONE
152-18926-0,"Esa pregunta está mal formulada, y es falsa No repercutiría en ahorro de dinero, eso desde luego.",YES,CLAIM,NONE
152-18926-1,"Y debería informase la gente de los materiales usados para la fabricación de placas solares, y de la contaminación derivada de ellos.",YES,PREMISE,ADDITION
152-18926-2,Y después de 20-25 años de vida útil se convierten en desechos con materiales tremendamente nocivos para la salud y el medio ambiente.,YES,PREMISE,ADDITION
152-18926-3,"Por favor, antes de votar infórmense no se crean todo lo que les cuentan los medios de comunicación ni los políticos, por que la mayoría son mentiras populistas.",NO,SPAM,NONE
152-18926-4,"Quizás no saben de que hablan, o tal vez si, pero desde luego, lo que dicen no es cierto.",NO,SPAM,NONE
152-19055-0,"Informate tu porque los paneles duran más de 25 años, tienen una garantia de que a los 25 años te dan un 90 de la energia nominal, pero un panel de 40 años a lo mejor te da el.60-70% no se, porque todavia no hay paneles de 40 años, y lo mismo los deshechos, cuando empiece a haber deshechos en cantidad se hará un plan de reciclaje, de hecho ya se hace en pequeña escala.",YES,CLAIM,NONE
152-19175-0,"Pues no es mi intención mentir a nadie, quizá tenga desconocimiento, pero si se genera una industria potente dudo mucho que no se reciclen las placas solares en un futuro, lo que no se pueden reciclar seguro son los desechos radiactivos de las centrales nucleares.",YES,CLAIM,NONE
152-26112-0,"Coincido en que siempre hay que informarse antes de votar, pero también antes de expresar opiniones con tanta contundencia y tan poco fundamentadas.",NO,SPAM,NONE
152-26112-1,"Los materiales con los que se construyen los paneles solares son fundamentalmente silicio, vidrio, aluminio y cobre, fáciles de reciclar y no contaminantes.",YES,CLAIM,NONE
152-26112-2,La vida útil de los paneles es bastante superior a 25 años y el.,NO,SPAM,NONE
152-26112-3,"Beneficio medioambiental obtenido por la producción limpia de energía, es muy superior a los pequeños impactos derivados de la fabricación y el reciclado.",NO,SPAM,NONE
152-26112-4,Ya está bien de satanizar una tecnología tan positiva para la sociedad y el medio ambiente simplemente por que va contra los intereses de las grandes compañías eléctricas y sus abusivos beneficios.,NO,SPAM,NONE
152-18958-0,"Apoyaría esta propuesta, pero parece que no puedo, porque vivo en un pueblo de Madrid.",NO,SPAM,NONE
152-18958-1,Good.,NO,SPAM,NONE
152-19000-0,"Apoyo totalmente esta propuesta y el ayuntamiento Debería dar ejemplo poniéndolas en todos aquellos edificios públicos en los que sea factible, te gustará también esta otra propuesta.",YES,CLAIM,NONE
152-19165-0,"Apoyo la propuesta, pero no es rentable para el Ayuntamiento.",YES,PREMISE,OPPOSITION
152-19165-1,"Todo es política de dinero, de dinero para la administración, claro.",NO,SPAM,NONE
152-26861-0,"La rentabilidad no se mide solo en una economía inmediata y basada tan sólo en dinero o ¿tener un hijo nos abarata la vida? a pesar de ello, tenemos hijos, ¿no? y todo porque nos alegra la vida, nos da satisfacción personal tener nuestros propios hijos a pesar del coste económico que nos supone.",YES,CLAIM,NONE
152-26861-1,"Esta idea de verlo todo a través de las gafas de lo rentable o no económicamente es una visión del mundo consumista y capitalista que reduce al ser humano a la calidad exclusiva de mano de obra, maquinaria productora de ingresos económicos para las empresas, sin derechos emocionales, de salud física y mental, solo producidos para trabajar.",YES,PREMISE,PRECISION
152-19406-0,Yo creo que la propuesta está mal planteada de base.,YES,CLAIM,NONE
152-19406-1,"El hecho de tener placas solares en los tejados de los edificios, ya puede suponer un ahorro a las Comunidades de vecinos-casas unifamiliares.",YES,PREMISE,REASON
152-19406-2,No es necesario recurrir a ayudas públicas-subvenciones para poder instalarnos las placas solares en nuestros edificios.,YES,PREMISE,REASON
152-19406-3,Estas cosas siempre se pueden pagar a plazos y sería un nuevo modo de independencia frente a las administraciones públicas Que en la actualidad nos penalizan si conectamos nuestras red con placas foltovoltaicas a la red eléctrica de todos.,YES,PREMISE,PRECISION
152-20329-0,"Tiene razón ABG Hay que hacer instalaciones de generación con renovables, pero no son necesarias las subvenciones.",YES,CLAIM,NONE
152-20329-1,"Lo que hace falta es una regulación adecuada, todo lo contrario del impuesto al sol de Soria a la fotovoltaica.",YES,PREMISE,PRECISION
152-20329-2,Y por supuesto hacer instalaciones de calidad que esto no es tan sencillo que algunos piensan y tampoco valen todos los tejados.,YES,PREMISE,ADDITION
152-20938-0,Mira que la idea es buena.,NO,SPAM,NONE
152-20938-1,"Pero el tema de subvencionar para favorecerlo, no lo veo tal como explico en mi anterior post.",NO,SPAM,NONE
152-20938-2,Me gustaría votar a favor de la propuesta pero si se eliminara lo relacionado a la subvención.,YES,CLAIM,NONE
152-26860-0,"El dinero de los impuestos es de todos y todas pero además Economía es la distribución de los bienes y recursos, y eso es lo que estamos haciendo.",NO,SPAM,NONE
152-30188-0,Los conceptos de la economía y la redistribución de la riqueza me los tengo ya aprendidos mimi.,NO,SPAM,NONE
152-30188-1,Pero piensa que es una inversión que favorece el ahorro en el futuro.,NO,SPAM,NONE
152-30188-2,"Tenemos que desprendernos de papa estado y de las multinacionales que controlan el país para demostrar que somos autosuficientes energéticamente hablando Pese a que el coste de la instalación puede ser elevado, el retorno es muy beneficioso para la persona que los instala en su casa o comunidad de vecinos.",YES,CLAIM,NONE
152-30188-3,"Por ello creo que no debería ser subvencionado por el Estado, Comunidad o Ayuntamiento.",YES,PREMISE,RESULT
152-30188-4,Ah y que no se me olvide que tendríamos que luchar por cambiar la legislación que penaliza el autoconsumo energético.,YES,PREMISE,ADDITION
152-30188-5,Supongo que estarás de acuerdo.,NO,SPAM,NONE
152-86135-0,tendríamos que luchar por cambiar la legislación que penaliza el auto-consumo energético Comparto este punto.,YES,CLAIM,NONE
152-21041-0,"Cambiar la ley esta genial, pero no es competencia del ayuntamiento, aunque no se aplique tal cual lo que he propuesto, de llegar a los suficientes votos, sale en prensa y crea una opinión pública a favor de medidas similares, quiza mucho mejores.",YES,PREMISE,CONCESSION
152-21891-0,Hay mucha gente en contra de las subvenciones en general.,NO,SPAM,NONE
152-21891-1,Créeme que lo complica innecesariamente.,NO,SPAM,NONE
152-33658-0,¿Qué la gente que está en contra de subvencionar complica el proceso?.,NO,SPAM,NONE
152-33854-0,Que subvencionar complica.,NO,SPAM,NONE
152-33854-1,"Y como tu dices, lo considero innecesario.",NO,SPAM,NONE
152-26859-0,"Qué pesaos con lo que es y no es competencia del Ayto! La alcaldesa ha dicho que hagamos todas las propuestas que consideremos y, que si no es competencia del Consistorio, intentará hacerlas llegar a quien corresponda.",NO,SPAM,NONE
152-20576-0,"En muchas viviendas del ensanche de vallecas tiene agua caliente y calefacción central por gas y solar, pero están cerradas por ser paneles termosolares de agua, en vez de fotovoltaicas, sale más caro las revisiones que el ahorro que suponen lad e la legionela es bastante cara además en invierno que cuadno más se usan, no funcionan, en cambio las fotovoltaicas mejoran su rendimento en invierno por el frio, creo que se podría hacer una reforma como el progrma de puesta en servicio de ascensores o renovación de fachadas, podría haber un cambio de esto, porque no es muy difícil el cambio termosolar a fotovoltaica.",NO,SPAM,NONE
152-20576-1,Esto reduciria el impacto ya que ahora solo son de gas y la parte solar no se usa.,NO,SPAM,NONE
152-21896-0,Esto es un problema generado por el chapucerío patrio.,NO,SPAM,NONE
152-21896-1,"También por que al constructor no le ha importado nada lo que contrataba, ¡como no se ve a la hora de comprar! De todas formas dudo mucho que haya alguna para calefacción lo habrán dicho como parte del engaño son para agua caliente sanitaria.",NO,SPAM,NONE
152-21896-2,"Si estuviesen bien hechas funcionarían, estamos en españistan.",NO,SPAM,NONE
152-21179-0,Yo os apoyo ampollare.,NO,SPAM,NONE
152-22115-0,Madrid debería declararse Ciudad por el autoconsumo.,YES,CLAIM,NONE
152-22115-1,No sé si es competencia del Ayunt.,NO,SPAM,NONE
152-22115-2,"Pero dada la zancadilla que el ministerio y las empresas eléctricas le está poniendo al autoconsumo energético en España, sería un buen mensaje político.",NO,SPAM,NONE
152-22115-3,"Esto no es una utopía, es una realidad y una libertad ya presente en muchos países donde, por ejemplo, tú puedes llegar a IKea Inglaterra y comprar tu kit solar para autoconsumo.",NO,SPAM,NONE
152-22115-4,"Ikea instala placas en todas sus tiendas del mundo menos en las de España, porque aquí no se lo permiten.",NO,SPAM,NONE
152-22115-5,"Las comunidades podrían tener sus paneles para gastos comunitarios ascensores, luces, piscina, carga coches eléctricos en garaje y particulares.",NO,SPAM,NONE
152-22115-6,Bravo por tu propuesta.,NO,SPAM,NONE
152-22115-7,Te invito a proponer Madrid por el autoconsumo eléctrico.,YES,CLAIM,NONE
152-22115-8,"Madrid, con ésta candidatura, obtendría el apoyo de la industria solar nacional puntera pero moribunda de otras ciudades españolas y europeas para intentar doblegar a la cerrazón ministerial.",YES,PREMISE,RESULT
152-22163-0,"De momento el titulo parece que funciona, si flaquea lo cambio a ver.",NO,SPAM,NONE
152-22163-1,"Pero tienes razOn en todo, al menos desde mi punto de vista, aunque más util sería que la producción fuera sostenible, nos ahorraríamos toda la parafernalia en cada bloque que tb sale de los recursos naturales.",NO,SPAM,NONE
152-22163-2,Perdon pero estoy en el extranjero y no encuentro las comas.,NO,SPAM,NONE
152-24190-0,"Pero que es eso de que podamos generar la energía que necesitamos sin pagar a una empresa privada! estáis locos o que? que van a hacer esos directivos a los que tienen que pagar sueldos multimillonarios, la universidad privada de sus hijos, etc. Además si en España no tenemos apenas horas de sol.",NO,SPAM,NONE
152-26858-0,Jeje.,NO,SPAM,NONE
152-28636-0,Siempre que se respete a pensionistas y gente sin ingresos que no pueden financiar esto.,NO,SPAM,NONE
152-31282-0,Apoyo la propuesta.,NO,SPAM,NONE
152-31282-1,Creo también que debemos estar activos frente a las penalizaciones que desde el Gobierno Central se están estableciendo para el autoconsumo de energía eléctrica.,YES,CLAIM,NONE
152-31282-2,Una vez más las leyes en contra de la ciudadanía y a favor de los poderosos.,NO,SPAM,NONE
152-31398-0,Pensionistas y parados no pueden pagar esa inversión ni su mantenimiento o reparaciones.,YES,CLAIM,NONE
152-31398-1,O si inviertes en algo y después te quedas en paro.,NO,SPAM,NONE
152-31476-0,Hoy se ha aprobado el impuesto al sol En los comentarios he puesto unos números sobre lo que se puede esperar de la fotovoltaica.,NO,SPAM,NONE
152-31504-0,Han secuestrado el Sol.,NO,SPAM,NONE
152-31504-1,Hay una campaña para liberarlo: #LiberaAlSol.,NO,SPAM,NONE
152-31498-0,Esta otra propuesta pide que sea obligatorio: https: //decide.,NO,SPAM,NONE
152-31498-1,Madrid.,NO,SPAM,NONE
152-31498-2,Es/proposals/2758.,NO,SPAM,NONE
152-32317-0,Propuestas sostenibles que crean empleo y mejoran elmedioambiente: https: //decide.,NO,SPAM,NONE
152-32317-1,Madrid.,NO,SPAM,NONE
152-32317-2,Es/proposals/2900.,NO,SPAM,NONE
152-32339-0,"Estoy de acuerdo con la propuesta, la pena es la nueva ley que existe, impuestos y más impuestos, espero que algún día esta propuesta sea una realidad no un metodo de ingresar dinero por impuestos.",NO,SPAM,NONE
152-39226-0,"En realidad, España genera mucha electricidad ya.",YES,CLAIM,NONE
152-39226-1,"Incluso creo que tenemos excedentes lo que hace más sangrante el abusivo precio de la electricidad, pero eso es otro asunto Nuestro problema de dependencia energética y de CO2 no lo generan las casas, sino los coches, que gastan petróleo, y de eso no nos sobra.",YES,PREMISE,ADDITION
152-45448-0,Esta propuesta debería de ir acompañada de un mejor aislamiento y eficiencia energética de las viviendas.,YES,CLAIM,NONE
152-45448-1,No se trata sólo de buscar fuentes de energía alternativas renovables sino de ahorrar también en el gasto energético.,YES,PREMISE,PRECISION
152-53954-0,En los últimos años se dieron ayudas para poner ascensores y para poner calderas mejores.,NO,SPAM,NONE
152-53954-1,Ahora hay que dar un paso más en mejorar Madrid.,NO,SPAM,NONE
152-53954-2,Me encanta esta idea.,NO,SPAM,NONE
152-55206-0,"Me parece muy bien, pero desgraciadamente son cantos de sirena El Gobierno de España ha creado el impuesto al Sol y hace ya inviable que se pongan nuevas instalaciones solares.",YES,CLAIM,NONE
152-55206-1,Esperemos que el nuevo Gobierno que se fomre se ponga a derogar dicha normativa cuanto antes.,NO,SPAM,NONE
152-57689-0,"Yo llegaría más allá a este respecto, de manera que el Ayuntamiento liderara un proyecto pionero en toda España para sembrar de placas solares todas las azoteas de la ciudad de Madrid.",YES,CLAIM,NONE
152-57689-1,"A través de un acuerdo con el Inem desarrollaría equipos de instaladores, dándoles la formación necesaria y el impulso económico inicial para que, en 10-20 años se haya cubierto la mayoría de comunidades de vecinos de placas solares.",YES,PREMISE,RESULT
152-57689-2,"Serían miles de puestos de trabajo, con los ingresos correspondientes para el Estado a través del sistema impositivo vigente y el incremento en consumo, lo cual revitalizaría la economía local, todo ello unido al ahorro energético y de contaminantes.",YES,PREMISE,PRECISION
152-60591-0,Que en España graven el autoconsumo es una verguenza.,NO,SPAM,NONE
152-60591-1,En alemania con menos sol tienen más instalaciones de energia solar.,NO,SPAM,NONE
152-60591-2,Tenemos que aprovechar nuestros recursos.,YES,CLAIM,NONE
152-60591-3,"Por ejemplo el alumbrado público podría funcionar con energia solar reduciendo el consumo, y tantas y tantas cosas.",YES,PREMISE,PRECISION
152-64894-0,He estado apunto de poner esto así que apoyo.,NO,SPAM,NONE
152-72188-0,"Apoyo la propuesta es beneficio para todos, habría que incluir también los edificios Municipales etc.",YES,CLAIM,NONE
152-77481-0,Os proporngo otra forma de generar empleo y ayudar a las familias sin recursos.,NO,SPAM,NONE
152-77481-1,"Teniendo en cuenta que en Madrid, los bancos de alimentos independientes que funcionan cuentan con tan sólo 4 asalariados y 450 voluntarios, la creación de un un banco de alimentos de gestión municipal y pública generaría un número de en torno a 500 empleos para la coordinación de la recogida, almacenamiento y entrega de comida a familias sin recursos.",NO,SPAM,NONE
152-80828-0,Una propuesta muy interesante.,NO,SPAM,NONE
152-80828-1,El único problema que presenta es cómo no que la tiene que pagar el conjunto de la ciudadanía en beneficio de particulares.,YES,CLAIM,NONE
152-80828-2,"Por esta razón, y considerando el enorme ahorro que supone al que las instala, creo que sería interesante que esta subvención se realizara como un préstamo a abonar con el ahorro de electricidad que estas placas suponen.",YES,PREMISE,RESULT
152-80828-3,"Incluso, en función de la capacidad económica del ayuntamiento podrían ser a interés cero.",YES,PREMISE,ADDITION
152-83300-0,Y con las horas de luz que tenemos¡! ¡! ¡Sería fantástico.,NO,SPAM,NONE
152-83300-1,"Hace un par de años mis padres visitaron un pueblo alemán donde vivieron, me sorprendió ver en las fotos que en la mayoría de los edificios tenían placas solares en los balcones además del tejado.",NO,SPAM,NONE
152-83300-2,En un país donde las horas de luz y los días soleados son mucho menor.,NO,SPAM,NONE
152-83300-3,Imaginaros si hiciéramos lo mismo.,NO,SPAM,NONE
152-83300-4,Lo que les fastidiaria a las hidroeléctricas y me encanta la idea de comentarlo con subemciones y estoy de acuerdo que crearían puestos de trabajo.,YES,CLAIM,NONE
152-83300-5,Sólo una pregunta No aprobó hace poco el Gobierno una ley que penaliza el uso de la energía solar y del autoconsumo? ¿No habría que cambiar antes esa ley?.,NO,SPAM,NONE
152-84004-0,Habria que hacerlo de manera que la comunidad de propietarios no tenga que realizar ningúna consulta a todos los comuneros.,YES,CLAIM,NONE
152-84004-1,"Es decir, que el vecino que quiera, pueda instalar sin pedir permiso a la comunidad.",NO,SPAM,NONE
152-84004-2,"Si no, se complica.",NO,SPAM,NONE
152-84004-3,"Y de subvenciones nada, da lugar a clientelismo.",YES,PREMISE,ADDITION
152-87441-0,"Hola, Aquí tenéis una propuesta parecida.",NO,SPAM,NONE
417-87441-0,Gratuidad del tlf 010 Inf.,NO,SPAM,NONE
417-87441-0,He llamado a estos números y me vino un recargo en la factura por no ser número gratuito ni fijo para mi sorpresa.,NO,SPAM,NONE
417-18534-0,Creo que no es necesario que sea gratuito.,YES,CLAIM,NONE
417-18534-1,Mucho 91 resulta incluido en las tarifas planas de fijo y existe uno para el 010 que es el 91 529 82 10 y de la policia municipal en vez del 092 creo que es el 917131440.,YES,PREMISE,PRECISION
417-18577-0,"Ya, pero.",NO,SPAM,NONE
417-18577-1,"¿por qué unos no son gratuitos y los otros sí lo son? En lugar de tener que buscarnos la vida en caso de emergencia, lo sensato es que los números sean cortos.",NO,SPAM,NONE
417-18577-2,"Y gratuitos, por el amor de dios.",NO,SPAM,NONE
417-18577-3,Seamos sensatos.,NO,SPAM,NONE
417-38358-0,Si tienes una emergencia tienes que llamar al 112 que es gratuito y engloba y coordina todos los servicios.,YES,CLAIM,NONE
417-38358-1,"El 010 es para hacer gestiones, no emergencias.",YES,PREMISE,PRECISION
417-18894-0,El 112 es gratuito.,NO,SPAM,NONE
417-18894-1,El 010 debería serlo.,NO,SPAM,NONE
417-23870-0,"Lo que yo pienso es que si llamo al 112 es una emergencia Bomberos, Sammur, Policia Nacional.",YES,CLAIM,NONE
417-23870-1,"092 es policía local por temas de ruidos o botellón, creo que no se debería saturar el 112 con este tipo de llamadas.",YES,PREMISE,PRECISION
417-25647-0,"Los servicios 080 092 están centralizados en el 112 De hecho, dentro de este servicio atiende personal de los bomberos, samur, policía local y nacional De hecho, yo he llamado al 112 por temas de ruidos, y han acudido policías municipales.",YES,CLAIM,NONE
417-19731-0,Apoyo la propuesta y te invito a que apoyes Mayor cuidado del centro de Madrid Gracias!.,NO,SPAM,NONE
417-21178-0,Yo os apoyo apoyarme.,NO,SPAM,NONE
417-21530-0,"A ver gente, el 010 es gratuito.",NO,SPAM,NONE
417-21530-1,"A mi vodafone me lo estaba cobrando, he llamado hoy y me han devuelto el importe cobrado.",YES,CLAIM,NONE
417-21530-2,"No es el ayuntamiento el que te cobra, es tu compañía de teléfono, por qué por si cuela.",YES,PREMISE,PRECISION
417-32153-0,Otras.,NO,SPAM,NONE
417-32153-1,Eso nos tienes que explicar cómo lo hiciste jejeje.,NO,SPAM,NONE
417-32153-2,Siempre que he llamado al 010 me han cobrado.,NO,SPAM,NONE
417-32153-3,"Eso sí, como una llamada local.",NO,SPAM,NONE
417-32168-0,Pues te lo explico.,NO,SPAM,NONE
417-32168-1,Tenía restringidas las llamadas al 010 entre otros números.,NO,SPAM,NONE
417-32168-2,"Llame a Vodafone y les pregunté si es gratuito, me dijeron que si, y me quitaron la restricción.",NO,SPAM,NONE
417-32168-3,"En la siguiente factura me cobraron varias de las llamadas, les llamé para quejarme y me devolvieron el importe.",NO,SPAM,NONE
417-32168-4,No me han vuelto a cobrar.,NO,SPAM,NONE
417-32168-5,El 010 es gratis.,NO,SPAM,NONE
417-32170-0,Muchísimas gracias por la información Seguro que a muchos más les vendrá bien.,NO,SPAM,NONE
417-74395-0,Entonces habría que llamar al Ministerio de Industria y que hagan algo.,YES,CLAIM,NONE
417-74395-1,No puede ser que el ciudadano tenga que dedicar constantemente su tiempo a reclamar estas cosas.,YES,PREMISE,REASON
417-84189-0,"No es gratuito, se cobra como una llamada local, pero al ser un número de marcación corta los operadores telefónicos no lo reconocen como llamada local y, por ello, te lo cobran aunque en tu tarifa estuvieran incluidas las llamadas a fijos.",YES,PREMISE,OPPOSITION
417-24423-0,"Apoyo tu propuesta, un saludo.",NO,SPAM,NONE
417-24976-0,Si no puede ser gratuito como el 112 al menos que sea como una llamada local desde fijo o móvil.,YES,CLAIM,NONE
417-25773-0,Tenemos que fomentar esta web en las redes sociales cada uno de nosotros para que las propuestas puedan alcanzar el número de votos necesario.,NO,SPAM,NONE
417-25773-1,"A día de hoy la propuesta más votada tiene 2700 votos, por lo que el total de visitantes únicos desde que se abrió el día 15092015 no creo que llegue a 7000 Hay que multiplicar esta cifra fomentando cada uno de nosotros la web en redes sociales para alcanzar el objetivo.",NO,SPAM,NONE
417-25773-2,Gracias y saludos.,NO,SPAM,NONE
417-84454-0,"Tienes toda la razón, en el bar o en los corrillos, hablamos mucho, pero a la hora de implicarnos, somos más perezosos.",NO,SPAM,NONE
417-33130-0,"No sé si lo han dicho ya, pero el servicio 010 de Madrid también funciona llamando al 915 298 210.",NO,SPAM,NONE
417-33336-0,Añado otra propuesta diferente.,NO,SPAM,NONE
417-33976-0,Estimados votantes de podemos: no hay nada gratis.,NO,SPAM,NONE
417-33976-1,Si no lo paga el usuario lo paga el contribuyente.,NO,SPAM,NONE
417-37380-0,Para el 010 el teléfono gratuito es 915298210.,NO,SPAM,NONE
417-37383-0,Y para el 012 de la Comunidad de Madrid es 915804260.,NO,SPAM,NONE
417-38357-0,"A ver, llamar al 010 no es una emergencia, sino que tienes que hacer gestiones y es 100 viable perder un minuto en buscar el equivalente fijo 91 en Internet.",YES,CLAIM,NONE
417-38357-1,"Si tienes una emergencia de verdad, llama al 112 que es gratis y es donde realmente deberías llamar en ese caso.",YES,PREMISE,ADDITION
417-38357-2,Si las compañías de Teléfonos hacen un enrutado inteligente es normal que cobren por ello y la única alternativa sería que lo pagase el ayuntamiento.,YES,CLAIM,NONE
417-38357-3,Me parece absurdo que el Ayuntamiento se deje el dinero en eso existiendo alternativa sin coste.,YES,PREMISE,ADDITION
417-38543-0,"A mí una vez me robaron y cuando fui en un bar a llamar a la policía, me dí cuenta de que no podía porque es de pago.",NO,SPAM,NONE
417-38543-1,Era en el kiosko-bar-terraza que hay junto al metro de Batán.,NO,SPAM,NONE
417-38543-2,"Le pedí a un camarero que si me permitía llamar a la policía y me echó, diciéndome que no quería tener problemas!.",NO,SPAM,NONE
417-38543-3,Menos mal que aún confío que hay gente buena por el mundo.,NO,SPAM,NONE
417-39643-0,915298210 para el 010.,NO,SPAM,NONE
417-42161-0,"Si tienes tarifa plana, ten en cuenta que 010 = 915 298 210 lo he comprobado y funciona a día 14112015 La info la encontré en.",NO,SPAM,NONE
417-42164-0,Nº Policía local por barrios en.,NO,SPAM,NONE
417-43613-0,Por favor no enlacéis a temas y etiquetas que no tienen una relación directa.,NO,SPAM,NONE
417-43613-1,Gracias.,NO,SPAM,NONE
417-47362-0,"Si poniendo el 010 gratuito se aumenta la participación ciudadana en la detección de las incidencias, esta claro que el ayuntamiento podía poner gratis este servicio dado que se ahorran muchas inspecciones y aumenta su eficacia.",YES,CLAIM,NONE
417-47362-1,Todo lo que favorezca la participación en la gestión de la ciudad es bueno para todos.,YES,PREMISE,ADDITION
417-47362-2,"Lo malo es si alguien hace un mal uso y al ser gratuito esta constantemente llamando y bloqueando el servicio, entiendo que en ese caso se le puede restringir esa llamada por hacer mal uso del servicio.",YES,PREMISE,OPPOSITION
417-47362-3,También se puede registrar en la web la incidencia de modo gratuito.,YES,PREMISE,ADDITION
417-47362-4,Yo utilizo con frecuencia ambos sistemas y lo veo como un deber como ciudadano con mi ciudad y mi barrio de cuidar que las cosas estén bien.,NO,SPAM,NONE
417-47362-5,"Señales de tráfico averiadas, objetos que bloquean la vía pública, mobiliario público peligrosos en mal estado.",NO,SPAM,NONE
417-48478-0,Yo utilizo muchísimo el servicio del 010 y jamás me han cobrado un euro.,NO,SPAM,NONE
417-52719-0,Deberían de ser como los números 900 con llamada gratuita desde cualquier aparato y desde cualquier sitio.,YES,CLAIM,NONE
417-55740-0,Una vez que estás registrado apoya las mejores propuestas recuperar el edificio del Palacio de sueca Equipamiento deportivo y cultural para zona centro y ampliación de espacios del IES San Isidro: .,NO,SPAM,NONE
417-60587-0,A mí me ha ocurrido lo mismo y la verdad es que alucinaba.,NO,SPAM,NONE
417-60587-1,El 092 no es gratuito me han dicho a mi en mi compañia de telefono.,YES,CLAIM,NONE
417-60587-2,Me toca llamar todos los fines de semana por un botellon que hay debajo de mi casa y que ensucia y no nos deja descansar y me ha llegado la factura de esas llamadas.,YES,PREMISE,REASON
417-72150-0,El 010 tiene un equivalente en teléfono fijo: 915298210 Así no te cobran cuando tienes las llamadas a fijos incluidas en tu tarifa.,NO,SPAM,NONE
417-74862-0,"Apoyad, gracias.",NO,SPAM,NONE
417-75554-0,Hola! os animo a que echéis un vistazo a mi propuesta.,NO,SPAM,NONE
417-77281-0,Ya es gratis se ha hecho realidad la petición!.,NO,SPAM,NONE
417-84172-0,Vaya chorrada de medida.,NO,SPAM,NONE
417-84172-1,Con esto pretendes arreglar Madrid?.,NO,SPAM,NONE
417-84172-2,Nadie dice nada de hacer Madrid accesible 100 por 100 a los minusválidos.,NO,SPAM,NONE
417-84172-3,Me parece más importante.,NO,SPAM,NONE
417-84177-0,En cuanto al tlf del Ayuntamiento ya hay un comentario aclaratorio.,NO,SPAM,NONE
417-84177-1,"Y a la Policía Local, ya existe el 112 que es gratuito y debería ser al que se llame para simplificar y mejorar la coordinación de todos los servicios de urgencias y emergencias.",YES,CLAIM,NONE
417-84244-0,Yo no he hecho uso del 010 pero siendo un servicio municipal o de la comunidad debiera ser gratuito.,YES,CLAIM,NONE
417-84244-1,Bastantes impuestos pagamos ya para que no lo fuese.,NO,SPAM,NONE
417-84244-2,Ha de ser gratuito.,NO,SPAM,NONE
417-84252-0,"El 010 es de pago, como todo lo que han hecho los liberales durante estos muuuuchos años que les hemos soportado, lo que tiene que hacer el Ayuntamiento es definir con su operadora que el coste se le repercuta, y a partir de ahí no nos cobran el importe de las llamadas.",YES,CLAIM,NONE
417-84252-1,"Debería ser como el 016 exactamente igual, lo mismo que debería hacerse con el 062 092 y el 112.",YES,CLAIM,NONE
417-84338-0,Gratuidad.,NO,SPAM,NONE
417-84371-0,"Los números de tf, de servicios públicos habrían de ser gratuitos, sería una forma de animar al ciudadano a cooperar con el ayuntamiento y la sociedad, los impuestos son justo para también cubrir esa serie de servicios.",YES,CLAIM,NONE
417-84410-0,Totalmente de acuerdo si me lo han cobrado.,NO,SPAM,NONE
417-84429-0,Solo se debe pagar si se hace uso inadecuado! a determinar por una serie de reglas basicas.,YES,CLAIM,NONE
417-84429-1,Pero por defecto.,NO,SPAM,NONE
417-84429-2,Estas llamadas deben ser gratis.,YES,CLAIM,NONE
417-84429-3,"Especialmente el 092 Para el 010 dado que es información, hay más alternativas de obtenerla!.",YES,PREMISE,PRECISION
417-84430-0,Como uso social y de emergencias debería ser gratuito y accesible a todos.,YES,CLAIM,NONE
417-84433-0,"Yo creía que eran gratuitos, si no es así por supuesto que apoyo su gratuidad.",YES,CLAIM,NONE
417-84500-0,"Y que es lo que ocurre con el resto de grandes tenas pendientes, parece asombroso que en una ciudad tan hetereogenea comi Madrid las propuestas salientes sean tan simplistas, sinceramente esto huele a manipulación y sectarismo disfrados de participación popular, esto es la democracia participativa? Si es así es un claro fracaso.",NO,SPAM,NONE
417-84511-0,"Todos los teléfonos de información y los de emergencia policía, bomberos, samur, etc. Deben de ser gratuitos, ya que la llamada es por una necesidad.",YES,CLAIM,NONE
417-84523-0,Las operadoras utilizan el espacio radioeléctrico que es de todos!.,NO,SPAM,NONE
417-84535-0,"Me parece vergonzoso que nos cobren tanto por esto como por llamar al 091 lo del 010 es de traca a veces la misma policia municipal te indica que llames tu, me ha pasado muchas veces, les dices que no es gratis y no se lo creen, otro caso que también escuece es el de los 902 le echan un morro increible, nos debemos de negar a llamar a estos y veras como cambia el tema, saludos.",YES,CLAIM,NONE
417-84542-0,"Pues me parece bien, entonces que obliguen a las compañías de teléfono a No cobrar nunca el 010 Gracias.",YES,CLAIM,NONE
417-84617-0,También es verdad que si no suponen un mínimo coste se corre el riesgo de hacer un mal uso de esos números de teléfono y entonces habría que tener una plantilla de teleoperadoras sobredimensionada.,YES,CLAIM,NONE
417-84627-0,Es tremendo que desde teléfonos de emergencia o de información ciudadana se lucren los de siempre.,NO,SPAM,NONE
417-84627-1,Las telefonías.,NO,SPAM,NONE
